title,line number,line,itemized,itemized_no_punc,annotated,annotated_no_punc
Sonnet XLIX,12,"  To leave poor me thou hast the strength of laws,","('to', 'leave', 'poor', 'me', 'thou', 'hast', 'the', 'strength', 'of', 'laws', ',')","('', '', 'to', 'leave', 'poor', 'me', 'thou', 'hast', 'the', 'strength', 'of', 'laws', '')","(('to', 1), ('leave', 1), ('poor', 1), ('me', 1), ('thou', 1), ('hast', 1), ('the', 1), ('strength', 1), ('of', 1), ('laws', 1), (',', 0))","(('', None), ('', None), ('to', 1), ('leave', 1), ('poor', 1), ('me', 1), ('thou', 1), ('hast', 1), ('the', 1), ('strength', 1), ('of', 1), ('laws', 1), ('', None))"
Sonnet XLIX,13,  Since why to love I can allege no cause.,"('since', 'why', 'to', 'love', 'i', 'can', 'allege', 'no', 'cause', '.')","('', '', 'since', 'why', 'to', 'love', 'i', 'can', 'allege', 'no', 'cause', '')","(('since', 1), ('why', 1), ('to', 1), ('love', 1), ('i', 1), ('can', 1), ('allege', 2), ('no', 1), ('cause', 1), ('.', 0))","(('', None), ('', None), ('since', 1), ('why', 1), ('to', 1), ('love', 1), ('i', 1), ('can', 1), ('allege', 2), ('no', 1), ('cause', 1), ('', None))"
Sonnet L,0,"How heavy do I journey on the way,","('how', 'heavy', 'do', 'i', 'journey', 'on', 'the', 'way', ',')","('how', 'heavy', 'do', 'i', 'journey', 'on', 'the', 'way', '')","(('how', 1), ('heavy', 2), ('do', 1), ('i', 1), ('journey', 2), ('on', 1), ('the', 1), ('way', 1), (',', 0))","(('how', 1), ('heavy', 2), ('do', 1), ('i', 1), ('journey', 2), ('on', 1), ('the', 1), ('way', 1), ('', None))"
Sonnet L,1,"When what I seek, my weary travel's end,","('when', 'what', 'i', 'seek', ',', 'my', 'weary', ""travel's"", 'end', ',')","('when', 'what', 'i', 'seek', '', 'my', 'weary', ""travel's"", 'end', '')","(('when', 1), ('what', 1), ('i', 1), ('seek', 1), (',', 0), ('my', 1), ('weary', 2), (""travel's"", None), ('end', 1), (',', 0))","(('when', 1), ('what', 1), ('i', 1), ('seek', 1), ('', None), ('my', 1), ('weary', 2), (""travel's"", None), ('end', 1), ('', None))"
Sonnet L,2,Doth teach that ease and that repose to say,"('doth', 'teach', 'that', 'ease', 'and', 'that', 'repose', 'to', 'say')","('doth', 'teach', 'that', 'ease', 'and', 'that', 'repose', 'to', 'say')","(('doth', 1), ('teach', 1), ('that', 1), ('ease', 1), ('and', 1), ('that', 1), ('repose', 2), ('to', 1), ('say', 1))","(('doth', 1), ('teach', 1), ('that', 1), ('ease', 1), ('and', 1), ('that', 1), ('repose', 2), ('to', 1), ('say', 1))"
Sonnet L,3,'Thus far the miles are measured from thy friend!',"(""'thus"", 'far', 'the', 'miles', 'are', 'measured', 'from', 'thy', 'friend', '!', ""'"")","(""'thus"", 'far', 'the', 'miles', 'are', 'measured', 'from', 'thy', ""friend!'"")","((""'thus"", None), ('far', 1), ('the', 1), ('miles', 1), ('are', 1), ('measured', 2), ('from', 1), ('thy', 1), ('friend', 1), ('!', 0), (""'"", None))","((""'thus"", None), ('far', 1), ('the', 1), ('miles', 1), ('are', 1), ('measured', 2), ('from', 1), ('thy', 1), (""friend!'"", None))"
Sonnet L,4,"The beast that bears me, tired with my woe,","('the', 'beast', 'that', 'bears', 'me', ',', 'tired', 'with', 'my', 'woe', ',')","('the', 'beast', 'that', 'bears', 'me', '', 'tired', 'with', 'my', 'woe', '')","(('the', 1), ('beast', 1), ('that', 1), ('bears', 1), ('me', 1), (',', 0), ('tired', 2), ('with', 1), ('my', 1), ('woe', 1), (',', 0))","(('the', 1), ('beast', 1), ('that', 1), ('bears', 1), ('me', 1), ('', None), ('tired', 2), ('with', 1), ('my', 1), ('woe', 1), ('', None))"
Sonnet L,5,"Plods dully on, to bear that weight in me,","('plods', 'dully', 'on', ',', 'to', 'bear', 'that', 'weight', 'in', 'me', ',')","('plods', 'dully', 'on', '', 'to', 'bear', 'that', 'weight', 'in', 'me', '')","(('plods', None), ('dully', None), ('on', 1), (',', 0), ('to', 1), ('bear', 1), ('that', 1), ('weight', 1), ('in', 1), ('me', 1), (',', 0))","(('plods', None), ('dully', None), ('on', 1), ('', None), ('to', 1), ('bear', 1), ('that', 1), ('weight', 1), ('in', 1), ('me', 1), ('', None))"
Sonnet L,6,As if by some instinct the wretch did know,"('as', 'if', 'by', 'some', 'instinct', 'the', 'wretch', 'did', 'know')","('as', 'if', 'by', 'some', 'instinct', 'the', 'wretch', 'did', 'know')","(('as', 1), ('if', 1), ('by', 1), ('some', 1), ('instinct', 2), ('the', 1), ('wretch', 1), ('did', 1), ('know', 1))","(('as', 1), ('if', 1), ('by', 1), ('some', 1), ('instinct', 2), ('the', 1), ('wretch', 1), ('did', 1), ('know', 1))"
Sonnet L,7,"His rider loved not speed, being made from thee:","('his', 'rider', 'loved', 'not', 'speed', ',', 'being', 'made', 'from', 'thee', ':')","('his', 'rider', 'loved', 'not', 'speed', '', 'being', 'made', 'from', 'thee', '')","(('his', 1), ('rider', 2), ('loved', 1), ('not', 1), ('speed', 1), (',', 0), ('being', 2), ('made', 1), ('from', 1), ('thee', 1), (':', None))","(('his', 1), ('rider', 2), ('loved', 1), ('not', 1), ('speed', 1), ('', None), ('being', 2), ('made', 1), ('from', 1), ('thee', 1), ('', None))"
Sonnet L,8,The bloody spur cannot provoke him on,"('the', 'bloody', 'spur', 'cannot', 'provoke', 'him', 'on')","('the', 'bloody', 'spur', 'cannot', 'provoke', 'him', 'on')","(('the', 1), ('bloody', 2), ('spur', 1), ('cannot', 2), ('provoke', 2), ('him', 1), ('on', 1))","(('the', 1), ('bloody', 2), ('spur', 1), ('cannot', 2), ('provoke', 2), ('him', 1), ('on', 1))"
Sonnet L,9,That sometimes anger thrusts into his hide;,"('that', 'sometimes', 'anger', 'thrusts', 'into', 'his', 'hide', ';')","('that', 'sometimes', 'anger', 'thrusts', 'into', 'his', 'hide;')","(('that', 1), ('sometimes', 2), ('anger', 2), ('thrusts', 1), ('into', 2), ('his', 1), ('hide', 1), (';', 0))","(('that', 1), ('sometimes', 2), ('anger', 2), ('thrusts', 1), ('into', 2), ('his', 1), ('hide;', None))"
Sonnet L,10,"Which heavily he answers with a groan,","('which', 'heavily', 'he', 'answers', 'with', 'a', 'groan', ',')","('which', 'heavily', 'he', 'answers', 'with', 'a', 'groan', '')","(('which', 1), ('heavily', 3), ('he', 1), ('answers', 2), ('with', 1), ('a', 1), ('groan', 1), (',', 0))","(('which', 1), ('heavily', 3), ('he', 1), ('answers', 2), ('with', 1), ('a', 1), ('groan', 1), ('', None))"
Sonnet L,11,More sharp to me than spurring to his side;,"('more', 'sharp', 'to', 'me', 'than', 'spurring', 'to', 'his', 'side', ';')","('more', 'sharp', 'to', 'me', 'than', 'spurring', 'to', 'his', 'side;')","(('more', 1), ('sharp', 1), ('to', 1), ('me', 1), ('than', 1), ('spurring', 2), ('to', 1), ('his', 1), ('side', 1), (';', 0))","(('more', 1), ('sharp', 1), ('to', 1), ('me', 1), ('than', 1), ('spurring', 2), ('to', 1), ('his', 1), ('side;', None))"
Sonnet L,12,  For that same groan doth put this in my mind;,"('for', 'that', 'same', 'groan', 'doth', 'put', 'this', 'in', 'my', 'mind', ';')","('', '', 'for', 'that', 'same', 'groan', 'doth', 'put', 'this', 'in', 'my', 'mind;')","(('for', 1), ('that', 1), ('same', 1), ('groan', 1), ('doth', 1), ('put', 1), ('this', 1), ('in', 1), ('my', 1), ('mind', 1), (';', 0))","(('', None), ('', None), ('for', 1), ('that', 1), ('same', 1), ('groan', 1), ('doth', 1), ('put', 1), ('this', 1), ('in', 1), ('my', 1), ('mind;', None))"
Sonnet L,13,  My grief lies onward and my joy behind.,"('my', 'grief', 'lies', 'onward', 'and', 'my', 'joy', 'behind', '.')","('', '', 'my', 'grief', 'lies', 'onward', 'and', 'my', 'joy', 'behind', '')","(('my', 1), ('grief', 1), ('lies', 1), ('onward', 2), ('and', 1), ('my', 1), ('joy', 1), ('behind', 2), ('.', 0))","(('', None), ('', None), ('my', 1), ('grief', 1), ('lies', 1), ('onward', 2), ('and', 1), ('my', 1), ('joy', 1), ('behind', 2), ('', None))"
Sonnet LI,0,Thus can my love excuse the slow offence,"('thus', 'can', 'my', 'love', 'excuse', 'the', 'slow', 'offence')","('thus', 'can', 'my', 'love', 'excuse', 'the', 'slow', 'offence')","(('thus', 1), ('can', 1), ('my', 1), ('love', 1), ('excuse', 2), ('the', 1), ('slow', 1), ('offence', None))","(('thus', 1), ('can', 1), ('my', 1), ('love', 1), ('excuse', 2), ('the', 1), ('slow', 1), ('offence', None))"
Sonnet LI,1,Of my dull bearer when from thee I speed:,"('of', 'my', 'dull', 'bearer', 'when', 'from', 'thee', 'i', 'speed', ':')","('of', 'my', 'dull', 'bearer', 'when', 'from', 'thee', 'i', 'speed', '')","(('of', 1), ('my', 1), ('dull', 1), ('bearer', 2), ('when', 1), ('from', 1), ('thee', 1), ('i', 1), ('speed', 1), (':', None))","(('of', 1), ('my', 1), ('dull', 1), ('bearer', 2), ('when', 1), ('from', 1), ('thee', 1), ('i', 1), ('speed', 1), ('', None))"
Sonnet LI,2,From where thou art why should I haste me thence?,"('from', 'where', 'thou', 'art', 'why', 'should', 'i', 'haste', 'me', 'thence', '?')","('from', 'where', 'thou', 'art', 'why', 'should', 'i', 'haste', 'me', 'thence?')","(('from', 1), ('where', 1), ('thou', 1), ('art', 1), ('why', 1), ('should', 1), ('i', 1), ('haste', 1), ('me', 1), ('thence', 1), ('?', None))","(('from', 1), ('where', 1), ('thou', 1), ('art', 1), ('why', 1), ('should', 1), ('i', 1), ('haste', 1), ('me', 1), ('thence?', None))"
Sonnet LI,3,"Till I return, of posting is no need.","('till', 'i', 'return', ',', 'of', 'posting', 'is', 'no', 'need', '.')","('till', 'i', 'return', '', 'of', 'posting', 'is', 'no', 'need', '')","(('till', 1), ('i', 1), ('return', 2), (',', 0), ('of', 1), ('posting', 2), ('is', 1), ('no', 1), ('need', 1), ('.', 0))","(('till', 1), ('i', 1), ('return', 2), ('', None), ('of', 1), ('posting', 2), ('is', 1), ('no', 1), ('need', 1), ('', None))"
Sonnet LI,4,"O, what excuse will my poor beast then find,","('o', ',', 'what', 'excuse', 'will', 'my', 'poor', 'beast', 'then', 'find', ',')","('o', '', 'what', 'excuse', 'will', 'my', 'poor', 'beast', 'then', 'find', '')","(('o', 1), (',', 0), ('what', 1), ('excuse', 2), ('will', 1), ('my', 1), ('poor', 1), ('beast', 1), ('then', 1), ('find', 1), (',', 0))","(('o', 1), ('', None), ('what', 1), ('excuse', 2), ('will', 1), ('my', 1), ('poor', 1), ('beast', 1), ('then', 1), ('find', 1), ('', None))"
Sonnet LI,5,When swift extremity can seem but slow?,"('when', 'swift', 'extremity', 'can', 'seem', 'but', 'slow', '?')","('when', 'swift', 'extremity', 'can', 'seem', 'but', 'slow?')","(('when', 1), ('swift', 1), ('extremity', 4), ('can', 1), ('seem', 1), ('but', 1), ('slow', 1), ('?', None))","(('when', 1), ('swift', 1), ('extremity', 4), ('can', 1), ('seem', 1), ('but', 1), ('slow?', None))"
Sonnet LI,6,"Then should I spur, though mounted on the wind;","('then', 'should', 'i', 'spur', ',', 'though', 'mounted', 'on', 'the', 'wind', ';')","('then', 'should', 'i', 'spur', '', 'though', 'mounted', 'on', 'the', 'wind;')","(('then', 1), ('should', 1), ('i', 1), ('spur', 1), (',', 0), ('though', 1), ('mounted', 2), ('on', 1), ('the', 1), ('wind', 1), (';', 0))","(('then', 1), ('should', 1), ('i', 1), ('spur', 1), ('', None), ('though', 1), ('mounted', 2), ('on', 1), ('the', 1), ('wind;', None))"
Sonnet LI,7,In winged speed no motion shall I know:,"('in', 'winged', 'speed', 'no', 'motion', 'shall', 'i', 'know', ':')","('in', 'winged', 'speed', 'no', 'motion', 'shall', 'i', 'know', '')","(('in', 1), ('winged', 1), ('speed', 1), ('no', 1), ('motion', 2), ('shall', 1), ('i', 1), ('know', 1), (':', None))","(('in', 1), ('winged', 1), ('speed', 1), ('no', 1), ('motion', 2), ('shall', 1), ('i', 1), ('know', 1), ('', None))"
Sonnet LI,8,Then can no horse with my desire keep pace;,"('then', 'can', 'no', 'horse', 'with', 'my', 'desire', 'keep', 'pace', ';')","('then', 'can', 'no', 'horse', 'with', 'my', 'desire', 'keep', 'pace;')","(('then', 1), ('can', 1), ('no', 1), ('horse', 1), ('with', 1), ('my', 1), ('desire', 3), ('keep', 1), ('pace', 1), (';', 0))","(('then', 1), ('can', 1), ('no', 1), ('horse', 1), ('with', 1), ('my', 1), ('desire', 3), ('keep', 1), ('pace;', None))"
Sonnet LI,9,"Therefore desire of perfect'st love being made,","('therefore', 'desire', 'of', ""perfect'st"", 'love', 'being', 'made', ',')","('therefore', 'desire', 'of', ""perfect'st"", 'love', 'being', 'made', '')","(('therefore', 2), ('desire', 3), ('of', 1), (""perfect'st"", None), ('love', 1), ('being', 2), ('made', 1), (',', 0))","(('therefore', 2), ('desire', 3), ('of', 1), (""perfect'st"", None), ('love', 1), ('being', 2), ('made', 1), ('', None))"
Sonnet LI,10,Shall neigh--no dull flesh--in his fiery race;,"('shall', 'neigh', '-', '-', 'no', 'dull', 'flesh', '-', '-', 'in', 'his', 'fiery', 'race', ';')","('shall', 'neigh', '', 'no', 'dull', 'flesh', '', 'in', 'his', 'fiery', 'race;')","(('shall', 1), ('neigh', 1), ('-', 0), ('-', 0), ('no', 1), ('dull', 1), ('flesh', 1), ('-', 0), ('-', 0), ('in', 1), ('his', 1), ('fiery', 3), ('race', 1), (';', 0))","(('shall', 1), ('neigh', 1), ('', None), ('no', 1), ('dull', 1), ('flesh', 1), ('', None), ('in', 1), ('his', 1), ('fiery', 3), ('race;', None))"
Sonnet LI,11,"But love, for love, thus shall excuse my jade;","('but', 'love', ',', 'for', 'love', ',', 'thus', 'shall', 'excuse', 'my', 'jade', ';')","('but', 'love', '', 'for', 'love', '', 'thus', 'shall', 'excuse', 'my', 'jade;')","(('but', 1), ('love', 1), (',', 0), ('for', 1), ('love', 1), (',', 0), ('thus', 1), ('shall', 1), ('excuse', 2), ('my', 1), ('jade', 1), (';', 0))","(('but', 1), ('love', 1), ('', None), ('for', 1), ('love', 1), ('', None), ('thus', 1), ('shall', 1), ('excuse', 2), ('my', 1), ('jade;', None))"
Sonnet LI,12,"  Since from thee going he went wilful-slow,","('since', 'from', 'thee', 'going', 'he', 'went', 'wilful', '-', 'slow', ',')","('', '', 'since', 'from', 'thee', 'going', 'he', 'went', 'wilful', 'slow', '')","(('since', 1), ('from', 1), ('thee', 1), ('going', 2), ('he', 1), ('went', 1), ('wilful', None), ('-', 0), ('slow', 1), (',', 0))","(('', None), ('', None), ('since', 1), ('from', 1), ('thee', 1), ('going', 2), ('he', 1), ('went', 1), ('wilful', None), ('slow', 1), ('', None))"
Sonnet LI,13,"  Towards thee I'll run, and give him leave to go.","('towards', 'thee', ""i'll"", 'run', ',', 'and', 'give', 'him', 'leave', 'to', 'go', '.')","('', '', 'towards', 'thee', ""i'll"", 'run', '', 'and', 'give', 'him', 'leave', 'to', 'go', '')","(('towards', 2), ('thee', 1), (""i'll"", 1), ('run', 1), (',', 0), ('and', 1), ('give', 1), ('him', 1), ('leave', 1), ('to', 1), ('go', 1), ('.', 0))","(('', None), ('', None), ('towards', 2), ('thee', 1), (""i'll"", 1), ('run', 1), ('', None), ('and', 1), ('give', 1), ('him', 1), ('leave', 1), ('to', 1), ('go', 1), ('', None))"
Sonnet LII,0,"So am I as the rich, whose blessed key","('so', 'am', 'i', 'as', 'the', 'rich', ',', 'whose', 'blessed', 'key')","('so', 'am', 'i', 'as', 'the', 'rich', '', 'whose', 'blessed', 'key')","(('so', 1), ('am', 1), ('i', 1), ('as', 1), ('the', 1), ('rich', 1), (',', 0), ('whose', 1), ('blessed', 1), ('key', 1))","(('so', 1), ('am', 1), ('i', 1), ('as', 1), ('the', 1), ('rich', 1), ('', None), ('whose', 1), ('blessed', 1), ('key', 1))"
Sonnet LII,1,"Can bring him to his sweet up-locked treasure,","('can', 'bring', 'him', 'to', 'his', 'sweet', 'up', '-', 'locked', 'treasure', ',')","('can', 'bring', 'him', 'to', 'his', 'sweet', 'up', 'locked', 'treasure', '')","(('can', 1), ('bring', 1), ('him', 1), ('to', 1), ('his', 1), ('sweet', 1), ('up', 1), ('-', 0), ('locked', 1), ('treasure', 2), (',', 0))","(('can', 1), ('bring', 1), ('him', 1), ('to', 1), ('his', 1), ('sweet', 1), ('up', 1), ('locked', 1), ('treasure', 2), ('', None))"
Sonnet LII,2,"The which he will not every hour survey,","('the', 'which', 'he', 'will', 'not', 'every', 'hour', 'survey', ',')","('the', 'which', 'he', 'will', 'not', 'every', 'hour', 'survey', '')","(('the', 1), ('which', 1), ('he', 1), ('will', 1), ('not', 1), ('every', 3), ('hour', 2), ('survey', 2), (',', 0))","(('the', 1), ('which', 1), ('he', 1), ('will', 1), ('not', 1), ('every', 3), ('hour', 2), ('survey', 2), ('', None))"
Sonnet LII,3,For blunting the fine point of seldom pleasure.,"('for', 'blunting', 'the', 'fine', 'point', 'of', 'seldom', 'pleasure', '.')","('for', 'blunting', 'the', 'fine', 'point', 'of', 'seldom', 'pleasure', '')","(('for', 1), ('blunting', 2), ('the', 1), ('fine', 1), ('point', 1), ('of', 1), ('seldom', 2), ('pleasure', 2), ('.', 0))","(('for', 1), ('blunting', 2), ('the', 1), ('fine', 1), ('point', 1), ('of', 1), ('seldom', 2), ('pleasure', 2), ('', None))"
Sonnet LII,4,"Therefore are feasts so solemn and so rare,","('therefore', 'are', 'feasts', 'so', 'solemn', 'and', 'so', 'rare', ',')","('therefore', 'are', 'feasts', 'so', 'solemn', 'and', 'so', 'rare', '')","(('therefore', 2), ('are', 1), ('feasts', 1), ('so', 1), ('solemn', 2), ('and', 1), ('so', 1), ('rare', 1), (',', 0))","(('therefore', 2), ('are', 1), ('feasts', 1), ('so', 1), ('solemn', 2), ('and', 1), ('so', 1), ('rare', 1), ('', None))"
Sonnet LII,5,"Since, seldom coming, in the long year set,","('since', ',', 'seldom', 'coming', ',', 'in', 'the', 'long', 'year', 'set', ',')","('since', '', 'seldom', 'coming', '', 'in', 'the', 'long', 'year', 'set', '')","(('since', 1), (',', 0), ('seldom', 2), ('coming', 2), (',', 0), ('in', 1), ('the', 1), ('long', 1), ('year', 1), ('set', 1), (',', 0))","(('since', 1), ('', None), ('seldom', 2), ('coming', 2), ('', None), ('in', 1), ('the', 1), ('long', 1), ('year', 1), ('set', 1), ('', None))"
Sonnet LII,6,"Like stones of worth they thinly placed are,","('like', 'stones', 'of', 'worth', 'they', 'thinly', 'placed', 'are', ',')","('like', 'stones', 'of', 'worth', 'they', 'thinly', 'placed', 'are', '')","(('like', 1), ('stones', 1), ('of', 1), ('worth', 1), ('they', 1), ('thinly', 2), ('placed', 1), ('are', 1), (',', 0))","(('like', 1), ('stones', 1), ('of', 1), ('worth', 1), ('they', 1), ('thinly', 2), ('placed', 1), ('are', 1), ('', None))"
Sonnet LII,7,Or captain jewels in the carcanet.,"('or', 'captain', 'jewels', 'in', 'the', 'carcanet', '.')","('or', 'captain', 'jewels', 'in', 'the', 'carcanet', '')","(('or', 1), ('captain', 2), ('jewels', 2), ('in', 1), ('the', 1), ('carcanet', None), ('.', 0))","(('or', 1), ('captain', 2), ('jewels', 2), ('in', 1), ('the', 1), ('carcanet', None), ('', None))"
Sonnet LII,8,"So is the time that keeps you as my chest,","('so', 'is', 'the', 'time', 'that', 'keeps', 'you', 'as', 'my', 'chest', ',')","('so', 'is', 'the', 'time', 'that', 'keeps', 'you', 'as', 'my', 'chest', '')","(('so', 1), ('is', 1), ('the', 1), ('time', 1), ('that', 1), ('keeps', 1), ('you', 1), ('as', 1), ('my', 1), ('chest', 1), (',', 0))","(('so', 1), ('is', 1), ('the', 1), ('time', 1), ('that', 1), ('keeps', 1), ('you', 1), ('as', 1), ('my', 1), ('chest', 1), ('', None))"
Sonnet LII,9,"Or as the wardrobe which the robe doth hide,","('or', 'as', 'the', 'wardrobe', 'which', 'the', 'robe', 'doth', 'hide', ',')","('or', 'as', 'the', 'wardrobe', 'which', 'the', 'robe', 'doth', 'hide', '')","(('or', 1), ('as', 1), ('the', 1), ('wardrobe', 2), ('which', 1), ('the', 1), ('robe', 1), ('doth', 1), ('hide', 1), (',', 0))","(('or', 1), ('as', 1), ('the', 1), ('wardrobe', 2), ('which', 1), ('the', 1), ('robe', 1), ('doth', 1), ('hide', 1), ('', None))"
Sonnet LII,10,"To make some special instant special blest,","('to', 'make', 'some', 'special', 'instant', 'special', 'blest', ',')","('to', 'make', 'some', 'special', 'instant', 'special', 'blest', '')","(('to', 1), ('make', 1), ('some', 1), ('special', 2), ('instant', 2), ('special', 2), ('blest', 1), (',', 0))","(('to', 1), ('make', 1), ('some', 1), ('special', 2), ('instant', 2), ('special', 2), ('blest', 1), ('', None))"
Sonnet LII,11,By new unfolding his imprison'd pride.,"('by', 'new', 'unfolding', 'his', ""imprison'd"", 'pride', '.')","('by', 'new', 'unfolding', 'his', ""imprison'd"", 'pride', '')","(('by', 1), ('new', 1), ('unfolding', 3), ('his', 1), (""imprison'd"", None), ('pride', 1), ('.', 0))","(('by', 1), ('new', 1), ('unfolding', 3), ('his', 1), (""imprison'd"", None), ('pride', 1), ('', None))"
Sonnet LII,12,"  Blessed are you, whose worthiness gives scope,","('blessed', 'are', 'you', ',', 'whose', 'worthiness', 'gives', 'scope', ',')","('', '', 'blessed', 'are', 'you', '', 'whose', 'worthiness', 'gives', 'scope', '')","(('blessed', 1), ('are', 1), ('you', 1), (',', 0), ('whose', 1), ('worthiness', 3), ('gives', 1), ('scope', 1), (',', 0))","(('', None), ('', None), ('blessed', 1), ('are', 1), ('you', 1), ('', None), ('whose', 1), ('worthiness', 3), ('gives', 1), ('scope', 1), ('', None))"
