previous_word,one_word,one_word_next,two_word,two_word_next,three_gram,three_word_next
"('them', 1)","('say', 1)","('more', 1)","(('say', 'more'), None)","('than', 1)","(('say', 'more', 'than'), None)","('like', 1)"
"('say', 1)","('more', 1)","('than', 1)","(('more', 'than'), None)","('like', 1)","(('more', 'than', 'like'), None)","('of', 1)"
"('more', 1)","('than', 1)","('like', 1)","(('than', 'like'), None)","('of', 1)","(('than', 'like', 'of'), None)","('hearsay', 2)"
"('than', 1)","('like', 1)","('of', 1)","(('like', 'of'), None)","('hearsay', 2)","(('like', 'of', 'hearsay'), None)","('well', 1)"
"('like', 1)","('of', 1)","('hearsay', 2)","(('of', 'hearsay'), None)","('well', 1)","(('of', 'hearsay', 'well'), None)","(';', 0)"
"('of', 1)","('hearsay', 2)","('well', 1)","(('hearsay', 'well'), None)","(';', 0)","(('hearsay', 'well', ';'), None)","('\n', 0)"
"('hearsay', 2)","('well', 1)","(';', 0)","(('well', ';'), None)","('\n', 0)","('\n', 0)","('\n', 0)"
"('well', 1)","(';', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)"
"('\n', 0)","('i', 1)","('will', 1)","(('i', 'will'), None)","('not', 1)","(('i', 'will', 'not'), None)","('praise', 1)"
"('i', 1)","('will', 1)","('not', 1)","(('will', 'not'), None)","('praise', 1)","(('will', 'not', 'praise'), None)","('that', 1)"
"('will', 1)","('not', 1)","('praise', 1)","(('not', 'praise'), None)","('that', 1)","(('not', 'praise', 'that'), None)","('purpose', 2)"
"('not', 1)","('praise', 1)","('that', 1)","(('praise', 'that'), None)","('purpose', 2)","(('praise', 'that', 'purpose'), None)","('not', 1)"
"('praise', 1)","('that', 1)","('purpose', 2)","(('that', 'purpose'), None)","('not', 1)","(('that', 'purpose', 'not'), None)","('to', 1)"
"('that', 1)","('purpose', 2)","('not', 1)","(('purpose', 'not'), None)","('to', 1)","(('purpose', 'not', 'to'), None)","('sell', 1)"
"('purpose', 2)","('not', 1)","('to', 1)","(('not', 'to'), None)","('sell', 1)","(('not', 'to', 'sell'), None)","('.', 0)"
"('not', 1)","('to', 1)","('sell', 1)","(('to', 'sell'), None)","('.', 0)","(('to', 'sell', '.'), None)","('\n', 0)"
"('to', 1)","('sell', 1)","('.', 0)","(('sell', '.'), None)","('\n', 0)","('\n', 0)","('\n', 0)"
"('sell', 1)","('.', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)"
"('\n', 0)","('my', 1)","('glass', 1)","(('my', 'glass'), None)","('shall', 1)","(('my', 'glass', 'shall'), None)","('not', 1)"
"('my', 1)","('glass', 1)","('shall', 1)","(('glass', 'shall'), None)","('not', 1)","(('glass', 'shall', 'not'), None)","('persuade', 2)"
"('glass', 1)","('shall', 1)","('not', 1)","(('shall', 'not'), None)","('persuade', 2)","(('shall', 'not', 'persuade'), None)","('me', 1)"
"('shall', 1)","('not', 1)","('persuade', 2)","(('not', 'persuade'), None)","('me', 1)","(('not', 'persuade', 'me'), None)","('i', 1)"
"('not', 1)","('persuade', 2)","('me', 1)","(('persuade', 'me'), None)","('i', 1)","(('persuade', 'me', 'i'), None)","('am', 1)"
"('persuade', 2)","('me', 1)","('i', 1)","(('me', 'i'), None)","('am', 1)","(('me', 'i', 'am'), None)","('old', 1)"
"('me', 1)","('i', 1)","('am', 1)","(('i', 'am'), None)","('old', 1)","(('i', 'am', 'old'), None)","(',', 0)"
"('i', 1)","('am', 1)","('old', 1)","(('am', 'old'), None)","(',', 0)","(('am', 'old', ','), None)","('\n', 0)"
"('am', 1)","('old', 1)","(',', 0)","(('old', ','), None)","('\n', 0)","('\n', 0)","('\n', 0)"
"('old', 1)","(',', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)"
"('\n', 0)","('so', 1)","('long', 1)","(('so', 'long'), None)","('as', 1)","(('so', 'long', 'as'), None)","('youth', 1)"
"('so', 1)","('long', 1)","('as', 1)","(('long', 'as'), None)","('youth', 1)","(('long', 'as', 'youth'), None)","('and', 1)"
"('long', 1)","('as', 1)","('youth', 1)","(('as', 'youth'), None)","('and', 1)","(('as', 'youth', 'and'), None)","('thou', 1)"
"('as', 1)","('youth', 1)","('and', 1)","(('youth', 'and'), None)","('thou', 1)","(('youth', 'and', 'thou'), None)","('are', 1)"
"('youth', 1)","('and', 1)","('thou', 1)","(('and', 'thou'), None)","('are', 1)","(('and', 'thou', 'are'), None)","('of', 1)"
"('and', 1)","('thou', 1)","('are', 1)","(('thou', 'are'), None)","('of', 1)","(('thou', 'are', 'of'), None)","('one', 1)"
"('thou', 1)","('are', 1)","('of', 1)","(('are', 'of'), None)","('one', 1)","(('are', 'of', 'one'), None)","('date', 1)"
"('are', 1)","('of', 1)","('one', 1)","(('of', 'one'), None)","('date', 1)","(('of', 'one', 'date'), None)","(';', 0)"
"('of', 1)","('one', 1)","('date', 1)","(('one', 'date'), None)","(';', 0)","(('one', 'date', ';'), None)","('\n', 0)"
"('one', 1)","('date', 1)","(';', 0)","(('date', ';'), None)","('\n', 0)","('\n', 0)","('\n', 0)"
"('date', 1)","(';', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)"
"('\n', 0)","('but', 1)","('when', 1)","(('but', 'when'), None)","('in', 1)","(('but', 'when', 'in'), None)","('thee', 1)"
"('but', 1)","('when', 1)","('in', 1)","(('when', 'in'), None)","('thee', 1)","(('when', 'in', 'thee'), None)","(""time's"", 1)"
"('when', 1)","('in', 1)","('thee', 1)","(('in', 'thee'), None)","(""time's"", 1)","(('in', 'thee', ""time's""), None)","('furrows', None)"
"('in', 1)","('thee', 1)","(""time's"", 1)","(('thee', ""time's""), None)","('furrows', None)","(('thee', ""time's"", 'furrows'), None)","('i', 1)"
"('thee', 1)","(""time's"", 1)","('furrows', None)","((""time's"", 'furrows'), None)","('i', 1)","((""time's"", 'furrows', 'i'), None)","('behold', 2)"
"(""time's"", 1)","('furrows', None)","('i', 1)","(('furrows', 'i'), None)","('behold', 2)","(('furrows', 'i', 'behold'), None)","(',', 0)"
"('furrows', None)","('i', 1)","('behold', 2)","(('i', 'behold'), None)","(',', 0)","(('i', 'behold', ','), None)","('\n', 0)"
"('i', 1)","('behold', 2)","(',', 0)","(('behold', ','), None)","('\n', 0)","('\n', 0)","('\n', 0)"
"('behold', 2)","(',', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)"
"('\n', 0)","('then', 1)","('look', 1)","(('then', 'look'), None)","('i', 1)","(('then', 'look', 'i'), None)","('death', 1)"
"('then', 1)","('look', 1)","('i', 1)","(('look', 'i'), None)","('death', 1)","(('look', 'i', 'death'), None)","('my', 1)"
"('look', 1)","('i', 1)","('death', 1)","(('i', 'death'), None)","('my', 1)","(('i', 'death', 'my'), None)","('days', 1)"
"('i', 1)","('death', 1)","('my', 1)","(('death', 'my'), None)","('days', 1)","(('death', 'my', 'days'), None)","('should', 1)"
"('death', 1)","('my', 1)","('days', 1)","(('my', 'days'), None)","('should', 1)","(('my', 'days', 'should'), None)","('expiate', 3)"
"('my', 1)","('days', 1)","('should', 1)","(('days', 'should'), None)","('expiate', 3)","(('days', 'should', 'expiate'), None)","('.', 0)"
"('days', 1)","('should', 1)","('expiate', 3)","(('should', 'expiate'), None)","('.', 0)","(('should', 'expiate', '.'), None)","('\n', 0)"
"('should', 1)","('expiate', 3)","('.', 0)","(('expiate', '.'), None)","('\n', 0)","('\n', 0)","('\n', 0)"
"('expiate', 3)","('.', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)"
"('\n', 0)","('for', 1)","('all', 1)","(('for', 'all'), None)","('that', 1)","(('for', 'all', 'that'), None)","('beauty', 2)"
"('for', 1)","('all', 1)","('that', 1)","(('all', 'that'), None)","('beauty', 2)","(('all', 'that', 'beauty'), None)","('that', 1)"
"('all', 1)","('that', 1)","('beauty', 2)","(('that', 'beauty'), None)","('that', 1)","(('that', 'beauty', 'that'), None)","('doth', 1)"
"('that', 1)","('beauty', 2)","('that', 1)","(('beauty', 'that'), None)","('doth', 1)","(('beauty', 'that', 'doth'), None)","('cover', 2)"
"('beauty', 2)","('that', 1)","('doth', 1)","(('that', 'doth'), None)","('cover', 2)","(('that', 'doth', 'cover'), None)","('thee', 1)"
"('that', 1)","('doth', 1)","('cover', 2)","(('doth', 'cover'), None)","('thee', 1)","(('doth', 'cover', 'thee'), None)","('\n', 0)"
"('doth', 1)","('cover', 2)","('thee', 1)","(('cover', 'thee'), None)","('\n', 0)","('\n', 0)","('\n', 0)"
"('cover', 2)","('thee', 1)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)"
"('\n', 0)","('is', 1)","('but', 1)","(('is', 'but'), None)","('the', 1)","(('is', 'but', 'the'), None)","('seemly', None)"
"('is', 1)","('but', 1)","('the', 1)","(('but', 'the'), None)","('seemly', None)","(('but', 'the', 'seemly'), None)","('raiment', None)"
"('but', 1)","('the', 1)","('seemly', None)","(('the', 'seemly'), None)","('raiment', None)","(('the', 'seemly', 'raiment'), None)","('of', 1)"
"('the', 1)","('seemly', None)","('raiment', None)","(('seemly', 'raiment'), None)","('of', 1)","(('seemly', 'raiment', 'of'), None)","('my', 1)"
"('seemly', None)","('raiment', None)","('of', 1)","(('raiment', 'of'), None)","('my', 1)","(('raiment', 'of', 'my'), None)","('heart', 1)"
"('raiment', None)","('of', 1)","('my', 1)","(('of', 'my'), None)","('heart', 1)","(('of', 'my', 'heart'), None)","(',', 0)"
"('of', 1)","('my', 1)","('heart', 1)","(('my', 'heart'), None)","(',', 0)","(('my', 'heart', ','), None)","('\n', 0)"
"('my', 1)","('heart', 1)","(',', 0)","(('heart', ','), None)","('\n', 0)","('\n', 0)","('\n', 0)"
"('heart', 1)","(',', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)"
"('\n', 0)","('which', 1)","('in', 1)","(('which', 'in'), None)","('thy', 1)","(('which', 'in', 'thy'), None)","('breast', 1)"
"('which', 1)","('in', 1)","('thy', 1)","(('in', 'thy'), None)","('breast', 1)","(('in', 'thy', 'breast'), None)","('doth', 1)"
"('in', 1)","('thy', 1)","('breast', 1)","(('thy', 'breast'), None)","('doth', 1)","(('thy', 'breast', 'doth'), None)","('live', 1)"
"('thy', 1)","('breast', 1)","('doth', 1)","(('breast', 'doth'), None)","('live', 1)","(('breast', 'doth', 'live'), None)","(',', 0)"
"('breast', 1)","('doth', 1)","('live', 1)","(('doth', 'live'), None)","(',', 0)","(('doth', 'live', ','), None)","('as', 1)"
"('doth', 1)","('live', 1)","(',', 0)","(('live', ','), None)","('as', 1)","(('live', ',', 'as'), None)","('thine', 1)"
"('live', 1)","(',', 0)","('as', 1)","((',', 'as'), None)","('thine', 1)","((',', 'as', 'thine'), None)","('in', 1)"
"(',', 0)","('as', 1)","('thine', 1)","(('as', 'thine'), None)","('in', 1)","(('as', 'thine', 'in'), None)","('me', 1)"
"('as', 1)","('thine', 1)","('in', 1)","(('thine', 'in'), None)","('me', 1)","(('thine', 'in', 'me'), None)","(':', None)"
"('thine', 1)","('in', 1)","('me', 1)","(('in', 'me'), None)","(':', None)","(('in', 'me', ':'), None)","('\n', 0)"
"('in', 1)","('me', 1)","(':', None)","(('me', ':'), None)","('\n', 0)","('\n', 0)","('\n', 0)"
"('me', 1)","(':', None)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)"
"('\n', 0)","('how', 1)","('can', 1)","(('how', 'can'), None)","('i', 1)","(('how', 'can', 'i'), None)","('then', 1)"
"('how', 1)","('can', 1)","('i', 1)","(('can', 'i'), None)","('then', 1)","(('can', 'i', 'then'), None)","('be', 1)"
"('can', 1)","('i', 1)","('then', 1)","(('i', 'then'), None)","('be', 1)","(('i', 'then', 'be'), None)","('elder', 2)"
"('i', 1)","('then', 1)","('be', 1)","(('then', 'be'), None)","('elder', 2)","(('then', 'be', 'elder'), None)","('than', 1)"
"('then', 1)","('be', 1)","('elder', 2)","(('be', 'elder'), None)","('than', 1)","(('be', 'elder', 'than'), None)","('thou', 1)"
"('be', 1)","('elder', 2)","('than', 1)","(('elder', 'than'), None)","('thou', 1)","(('elder', 'than', 'thou'), None)","('art', 1)"
"('elder', 2)","('than', 1)","('thou', 1)","(('than', 'thou'), None)","('art', 1)","(('than', 'thou', 'art'), None)","('?', None)"
"('than', 1)","('thou', 1)","('art', 1)","(('thou', 'art'), None)","('?', None)","(('thou', 'art', '?'), None)","('\n', 0)"
"('thou', 1)","('art', 1)","('?', None)","(('art', '?'), None)","('\n', 0)","('\n', 0)","('\n', 0)"
"('art', 1)","('?', None)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)"
"('\n', 0)","('o', 1)","(',', 0)","(('o', ','), None)","('therefore', 2)","(('o', ',', 'therefore'), None)","(',', 0)"
"('o', 1)","(',', 0)","('therefore', 2)","((',', 'therefore'), None)","(',', 0)","((',', 'therefore', ','), None)","('love', 1)"
"(',', 0)","('therefore', 2)","(',', 0)","(('therefore', ','), None)","('love', 1)","(('therefore', ',', 'love'), None)","(',', 0)"
"('therefore', 2)","(',', 0)","('love', 1)","((',', 'love'), None)","(',', 0)","((',', 'love', ','), None)","('be', 1)"
"(',', 0)","('love', 1)","(',', 0)","(('love', ','), None)","('be', 1)","(('love', ',', 'be'), None)","('of', 1)"
"('love', 1)","(',', 0)","('be', 1)","((',', 'be'), None)","('of', 1)","((',', 'be', 'of'), None)","('thyself', 2)"
"(',', 0)","('be', 1)","('of', 1)","(('be', 'of'), None)","('thyself', 2)","(('be', 'of', 'thyself'), None)","('so', 1)"
"('be', 1)","('of', 1)","('thyself', 2)","(('of', 'thyself'), None)","('so', 1)","(('of', 'thyself', 'so'), None)","('wary', 2)"
"('of', 1)","('thyself', 2)","('so', 1)","(('thyself', 'so'), None)","('wary', 2)","(('thyself', 'so', 'wary'), None)","('\n', 0)"
"('thyself', 2)","('so', 1)","('wary', 2)","(('so', 'wary'), None)","('\n', 0)","('\n', 0)","('\n', 0)"
"('so', 1)","('wary', 2)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)"
"('\n', 0)","('as', 1)","('i', 1)","(('as', 'i'), None)","(',', 0)","(('as', 'i', ','), None)","('not', 1)"
"('as', 1)","('i', 1)","(',', 0)","(('i', ','), None)","('not', 1)","(('i', ',', 'not'), None)","('for', 1)"
"('i', 1)","(',', 0)","('not', 1)","((',', 'not'), None)","('for', 1)","((',', 'not', 'for'), None)","('myself', 2)"
"(',', 0)","('not', 1)","('for', 1)","(('not', 'for'), None)","('myself', 2)","(('not', 'for', 'myself'), None)","(',', 0)"
"('not', 1)","('for', 1)","('myself', 2)","(('for', 'myself'), None)","(',', 0)","(('for', 'myself', ','), None)","('but', 1)"
"('for', 1)","('myself', 2)","(',', 0)","(('myself', ','), None)","('but', 1)","(('myself', ',', 'but'), None)","('for', 1)"
"('myself', 2)","(',', 0)","('but', 1)","((',', 'but'), None)","('for', 1)","((',', 'but', 'for'), None)","('thee', 1)"
"(',', 0)","('but', 1)","('for', 1)","(('but', 'for'), None)","('thee', 1)","(('but', 'for', 'thee'), None)","('will', 1)"
"('but', 1)","('for', 1)","('thee', 1)","(('for', 'thee'), None)","('will', 1)","(('for', 'thee', 'will'), None)","(';', 0)"
"('for', 1)","('thee', 1)","('will', 1)","(('thee', 'will'), None)","(';', 0)","(('thee', 'will', ';'), None)","('\n', 0)"
"('thee', 1)","('will', 1)","(';', 0)","(('will', ';'), None)","('\n', 0)","('\n', 0)","('\n', 0)"
"('will', 1)","(';', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)"
"('\n', 0)","('bearing', 2)","('thy', 1)","(('bearing', 'thy'), None)","('heart', 1)","(('bearing', 'thy', 'heart'), None)","(',', 0)"
"('bearing', 2)","('thy', 1)","('heart', 1)","(('thy', 'heart'), None)","(',', 0)","(('thy', 'heart', ','), None)","('which', 1)"
"('thy', 1)","('heart', 1)","(',', 0)","(('heart', ','), None)","('which', 1)","(('heart', ',', 'which'), None)","('i', 1)"
"('heart', 1)","(',', 0)","('which', 1)","((',', 'which'), None)","('i', 1)","((',', 'which', 'i'), None)","('will', 1)"
"(',', 0)","('which', 1)","('i', 1)","(('which', 'i'), None)","('will', 1)","(('which', 'i', 'will'), None)","('keep', 1)"
"('which', 1)","('i', 1)","('will', 1)","(('i', 'will'), None)","('keep', 1)","(('i', 'will', 'keep'), None)","('so', 1)"
"('i', 1)","('will', 1)","('keep', 1)","(('will', 'keep'), None)","('so', 1)","(('will', 'keep', 'so'), None)","('chary', 2)"
"('will', 1)","('keep', 1)","('so', 1)","(('keep', 'so'), None)","('chary', 2)","(('keep', 'so', 'chary'), None)","('\n', 0)"
"('keep', 1)","('so', 1)","('chary', 2)","(('so', 'chary'), None)","('\n', 0)","('\n', 0)","('\n', 0)"
"('so', 1)","('chary', 2)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)"
"('\n', 0)","('as', 1)","('tender', 2)","(('as', 'tender'), None)","('nurse', 1)","(('as', 'tender', 'nurse'), None)","('her', 1)"
"('as', 1)","('tender', 2)","('nurse', 1)","(('tender', 'nurse'), None)","('her', 1)","(('tender', 'nurse', 'her'), None)","('babe', 1)"
"('tender', 2)","('nurse', 1)","('her', 1)","(('nurse', 'her'), None)","('babe', 1)","(('nurse', 'her', 'babe'), None)","('from', 1)"
"('nurse', 1)","('her', 1)","('babe', 1)","(('her', 'babe'), None)","('from', 1)","(('her', 'babe', 'from'), None)","('faring', 2)"
"('her', 1)","('babe', 1)","('from', 1)","(('babe', 'from'), None)","('faring', 2)","(('babe', 'from', 'faring'), None)","('ill', 1)"
"('babe', 1)","('from', 1)","('faring', 2)","(('from', 'faring'), None)","('ill', 1)","(('from', 'faring', 'ill'), None)","('.', 0)"
"('from', 1)","('faring', 2)","('ill', 1)","(('faring', 'ill'), None)","('.', 0)","(('faring', 'ill', '.'), None)","('\n', 0)"
"('faring', 2)","('ill', 1)","('.', 0)","(('ill', '.'), None)","('\n', 0)","('\n', 0)","('\n', 0)"
"('ill', 1)","('.', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)"
"('\n', 0)","('presume', 2)","('not', 1)","(('presume', 'not'), None)","('on', 1)","(('presume', 'not', 'on'), None)","('thy', 1)"
"('presume', 2)","('not', 1)","('on', 1)","(('not', 'on'), None)","('thy', 1)","(('not', 'on', 'thy'), None)","('heart', 1)"
"('not', 1)","('on', 1)","('thy', 1)","(('on', 'thy'), None)","('heart', 1)","(('on', 'thy', 'heart'), None)","('when', 1)"
"('on', 1)","('thy', 1)","('heart', 1)","(('thy', 'heart'), None)","('when', 1)","(('thy', 'heart', 'when'), None)","('mine', 1)"
"('thy', 1)","('heart', 1)","('when', 1)","(('heart', 'when'), None)","('mine', 1)","(('heart', 'when', 'mine'), None)","('is', 1)"
"('heart', 1)","('when', 1)","('mine', 1)","(('when', 'mine'), None)","('is', 1)","(('when', 'mine', 'is'), None)","('slain', 1)"
"('when', 1)","('mine', 1)","('is', 1)","(('mine', 'is'), None)","('slain', 1)","(('mine', 'is', 'slain'), None)","(';', 0)"
"('mine', 1)","('is', 1)","('slain', 1)","(('is', 'slain'), None)","(';', 0)","(('is', 'slain', ';'), None)","('\n', 0)"
"('is', 1)","('slain', 1)","(';', 0)","(('slain', ';'), None)","('\n', 0)","('\n', 0)","('\n', 0)"
"('slain', 1)","(';', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)"
"('\n', 0)","('thou', 1)","('gavest', None)","(('thou', 'gavest'), None)","('me', 1)","(('thou', 'gavest', 'me'), None)","('thine', 1)"
"('thou', 1)","('gavest', None)","('me', 1)","(('gavest', 'me'), None)","('thine', 1)","(('gavest', 'me', 'thine'), None)","(',', 0)"
"('gavest', None)","('me', 1)","('thine', 1)","(('me', 'thine'), None)","(',', 0)","(('me', 'thine', ','), None)","('not', 1)"
"('me', 1)","('thine', 1)","(',', 0)","(('thine', ','), None)","('not', 1)","(('thine', ',', 'not'), None)","('to', 1)"
"('thine', 1)","(',', 0)","('not', 1)","((',', 'not'), None)","('to', 1)","((',', 'not', 'to'), None)","('give', 1)"
"(',', 0)","('not', 1)","('to', 1)","(('not', 'to'), None)","('give', 1)","(('not', 'to', 'give'), None)","('back', 1)"
"('not', 1)","('to', 1)","('give', 1)","(('to', 'give'), None)","('back', 1)","(('to', 'give', 'back'), None)","('again', 2)"
"('to', 1)","('give', 1)","('back', 1)","(('give', 'back'), None)","('again', 2)","(('give', 'back', 'again'), None)","('.', 0)"
"('give', 1)","('back', 1)","('again', 2)","(('back', 'again'), None)","('.', 0)","(('back', 'again', '.'), None)","('\n', 0)"
"('back', 1)","('again', 2)","('.', 0)","(('again', '.'), None)","('\n', 0)","('\n', 0)","('\n', 0)"
"('again', 2)","('.', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)"
"('\n', 0)","('as', 1)","('an', 1)","(('as', 'an'), None)","('unperfect', None)","(('as', 'an', 'unperfect'), None)","('actor', 2)"
"('as', 1)","('an', 1)","('unperfect', None)","(('an', 'unperfect'), None)","('actor', 2)","(('an', 'unperfect', 'actor'), None)","('on', 1)"
"('an', 1)","('unperfect', None)","('actor', 2)","(('unperfect', 'actor'), None)","('on', 1)","(('unperfect', 'actor', 'on'), None)","('the', 1)"
"('unperfect', None)","('actor', 2)","('on', 1)","(('actor', 'on'), None)","('the', 1)","(('actor', 'on', 'the'), None)","('stage', 1)"
